u,v,W,f_demand,f_topo,f_redundancy,edge_type,travel_time,length,num_lanes,speed
88452416,88454914,0.1,0.0,0.0,0.5,highway.residential,16.321094312455003,228.04,2,13.89
88452413,88464562,0.1,0.0,0.0,0.5,highway.residential,31.061915046796255,434.9,2,13.89
88452418,88452421,0.20107993364579418,0.0006416486681065514,0.0025303643724696357,1.0,highway.residential,3.8754499640028794,55.28,2,13.89
88452418,88472074,0.10431973458317667,0.0025665946724262056,0.010121457489878543,0.5,highway.residential,7.412526997840172,102.96,2,13.89
88454186,88454185,0.20107993364579418,0.0006416486681065514,0.0025303643724696357,1.0,highway.residential,2.825773938084953,39.25,2,13.89
88454185,cluster_2375198884_88472079,0.11555735601880594,0.008341432685385168,0.03795546558704453,0.5,highway.residential,1.7595392368610512,24.44,2,13.89
88454210,88506341,0.20107993364579418,0.0006416486681065514,0.0025303643724696357,1.0,highway.residential,5.4377249820014395,75.53,2,13.89
88454515,88454511,0.10431973458317667,0.0025665946724262056,0.010121457489878543,0.5,highway.residential,3.1504679625629946,43.76,2,13.89
88454515,88454517,0.10107993364579418,0.0006416486681065514,0.0025303643724696357,0.5,highway.residential,6.508999280057595,90.41,2,13.89
88454515,88478458,0.10215986729158834,0.0012832973362131028,0.005060728744939271,0.5,highway.residential,22.034557235421165,307.02,2,13.89
88454511,cluster_4199843661_88462879,0.1757566389230016,0.04068331833183318,0.1847165991902834,0.5,highway.tertiary,3.794329432943295,84.7,2,22.22
88454511,88462885,0.17056782803786452,0.037896789678967896,0.1720647773279352,0.5,highway.tertiary,3.5769576957695772,80.64,2,22.22
88454517,88454533,0.1,0.0,0.0,0.5,highway.residential,34.3023758099352,476.46,2,13.89
